Year,ID,Title,Rating,Passes,Budget,DBO,IBO,Language,Country,IMDB,Metascore
2013,816442,The Book Thief,ok,PASS,19000000,21345525.0,62045525.0,"English, German","USA, Germany",7.7,5.3
2013,1911644,The Call,ok,PASS,13000000,51872378.0,58938768.0,English,USA,6.7,5.1
2013,1457767,The Conjuring,ok,PASS,20000000,137400141.0,318000141.0,"English, Latin",USA,7.6,6.8
2013,2193215,The Counselor,ok,PASS,25000000,16973715.0,70373715.0,English,"USA, UK",5.5,4.8
2013,481499,The Croods,men,FAIL,135000000,187168425.0,573068425.0,English,USA,7.3,5.5
2013,2404311,The Family,men,FAIL,30000000,36918811.0,51078541.0,"English, French","USA, France",6.4,4.2
2013,1837703,The Fifth Estate,notalk,FAIL,26000000,3254172.0,6154172.0,"English, Icelandic, Swahili, Arabic","USA, Belgium",6.1,4.9
2013,2005374,The Frozen Ground,nowomen,FAIL,19200000,,,English,USA,6.4,3.7
2013,1951261,The Hangover part 3,men,FAIL,103000000,112200072.0,362000072.0,,,,
2013,2404463,The Heat,ok,PASS,43000000,159581587.0,230781587.0,"English, Spanish, Bulgarian",USA,6.7,6.0
2013,1170358,The Hobbit: The Desolation of Smaug,notalk,FAIL,250000000,257397516.0,937397516.0,English,"USA, New Zealand",8.2,6.6
2013,1951264,The Hunger Games: Catching Fire,ok,PASS,130000000,424088260.0,857088260.0,English,USA,7.9,7.5
2013,790628,The Incredible Burt Wonderstone,notalk,FAIL,32000000,22537881.0,24255957.0,English,USA,5.9,4.4
2013,2234155,The Internship,notalk,FAIL,58000000,44672764.0,93672764.0,"English, Tagalog, Cantonese, Mandarin, Spanish",USA,6.4,4.2
2013,2034139,The Last Exorcism Part II,ok,PASS,4000000,15179303.0,18541236.0,English,USA,3.9,3.5
2013,1210819,The Lone Ranger,notalk,FAIL,275000000,89289910.0,259989910.0,"English, North American Indian",USA,6.6,3.7
2013,1538403,The Mortal Instruments: City of Bones,ok,PASS,60000000,31165421.0,75965567.0,English,"USA, Germany, Canada",6.0,3.3
2013,2017020,The Smurfs 2,ok,PASS,110000000,71017784.0,348545841.0,"English, French",USA,5.4,3.4
2013,1758795,The To Do List,ok,PASS,1500000,3491669.0,3491669.0,English,USA,5.8,6.1
2013,1727388,The Way Way Back,ok,PASS,5000000,21502690.0,26161443.0,English,USA,7.5,6.8
2013,993846,The Wolf of Wall Street,notalk,FAIL,100000000,115702857.0,365702857.0,"English, French",USA,8.5,7.5
2013,1430132,The Wolverine,ok,PASS,115000000,132556852.0,416456852.0,"English, Japanese","USA, UK",6.8,6.0
2013,1213663,The World&#39;s End,men,FAIL,20000000,26004851.0,46578821.0,,,,
2013,1245492,This Is the End,notalk,FAIL,32000000,101470202.0,126294264.0,"English, Spanish",USA,6.9,6.7
2013,1924429,Trance,nowomen,FAIL,16000000,2322593.0,22594052.0,"English, French","UK, France",7.0,6.1
2013,1588173,Warm Bodies,men,FAIL,30000000,66380662.0,116643610.0,English,USA,7.0,5.9
2013,1723121,We&#39;re the Millers,ok,PASS,37000000,150394119.0,270000119.0,,,,
2013,2334879,White House Down,men,FAIL,150000000,73103784.0,205440387.0,English,USA,6.4,5.2
2012,1591479,Act of Valor,nowomen,FAIL,12175663,71037735.0,83704673.0,"English, Russian",USA,6.5,4.0
2012,1781769,Anna Karenina,men,FAIL,49717290,13003980.0,71771007.0,English,UK,6.6,6.3
2012,1024648,Argo,ok,PASS,45151416,138016721.0,224540219.0,"English, Persian",USA,7.8,8.6
2012,1440129,Battleship,notalk,FAIL,212059460,66190353.0,308594933.0,English,USA,5.9,4.1
2012,1758575,Blue Like Jazz,ok,PASS,1217566,603728.0,603728.0,English,USA,6.0,4.8
2012,1217209,Brave,ok,PASS,187708135,240755653.0,562725176.0,English,USA,7.2,6.9
2012,1308729,Bullet to the Head,nowomen,FAIL,55805121,9628746.0,13760036.0,English,USA,5.8,4.8
2012,1991245,Chernobyl Diaries,notalk,FAIL,1014639,18384886.0,38951995.0,English,USA,5.0,
2012,1706593,Chronicle,notalk,FAIL,12175663,65520463.0,128935373.0,English,USA,7.1,6.9
2012,1371111,Cloud Atlas,ok,PASS,103493134,27505098.0,127863295.0,"English, Spanish","Germany, USA, Hong Kong, Singapore",7.6,5.5
2012,1524137,Contraband,ok,PASS,25365964,67501874.0,99847390.0,"English, Spanish","USA, UK, France",6.5,5.1
2012,1853728,Django Unchained,notalk,FAIL,101463857,165188672.0,431600549.0,"English, German, French",USA,8.5,8.1
2012,1142977,Frankenweenie,nowomen,FAIL,39570904,35804351.0,82338719.0,English,USA,7.0,7.4
2012,2243973,Hannibal,ok,PASS,88273555,167508980.0,355225246.0,,,,
2012,837562,Hotel Transylvania,ok,PASS,86244278,150484138.0,364480509.0,English,USA,7.1,4.7
2012,790724,Jack Reacher,notalk,FAIL,60878314,81242857.0,220552732.0,English,USA,7.0,5.0
2012,2106476,Jagten,men,FAIL,3500503,697244.0,697244.0,,,,
2012,401729,John Carter,ok,PASS,279025606,74128153.0,286917566.0,English,USA,6.6,5.1
2012,1764234,Killing Them Softly,nowomen,FAIL,15219578,15164322.0,37783896.0,English,USA,6.2,6.4
2012,1707386,Les Miserables,ok,PASS,65951507,150988132.0,448493475.0,,,,
2012,454876,Life of Pi,notalk,FAIL,121756628,126816653.0,616887080.0,"English, Tamil, French, Japanese, Hindi, Chinese","USA, Taiwan, UK",8.1,7.9
2012,443272,Lincoln,ok,PASS,65951507,184875236.0,276997302.0,English,USA,7.5,8.6
2012,1277953,Madagascar 3: Europe&#39;s Most Wanted,men,FAIL,147122592,219559143.0,757855127.0,,,,
2012,1409024,Men in Black III,notalk,FAIL,218147292,181641463.0,633967639.0,,,,
2012,1748122,Moonrise Kingdom,ok,PASS,16234217,46178703.0,64949517.0,English,USA,7.8,8.4
2012,1598828,One for the Money,ok,PASS,42614820,26801198.0,36727096.0,English,USA,5.3,2.2
2012,2109184,Paranormal Activity 4,ok,PASS,5073193,54689359.0,144884139.0,English,USA,4.5,4.0
2012,1623288,ParaNorman,notalk,FAIL,60878314,56822855.0,109742304.0,English,USA,7.0,7.2
2012,1047540,Parental Guidance,ok,PASS,25365964,78398378.0,121927729.0,English,USA,6.1,3.6
2012,1716777,People Like Us,ok,PASS,16234217,12613776.0,12613776.0,English,USA,7.1,4.9
2012,1981677,Pitch Perfect,ok,PASS,17248856,65952616.0,117019460.0,English,USA,7.3,6.6
2012,1547234,Premium Rush,ok,PASS,35512350,20572249.0,31852752.0,"English, Mandarin",USA,6.5,6.6
2012,1234719,Red Dawn,notalk,FAIL,65951507,45462690.0,48869204.0,"English, Korean",USA,5.5,3.1
2012,485985,Red Tails,men,FAIL,58849037,50606496.0,51102777.0,"English, Italian, German",USA,5.9,4.6
2012,1446192,Rise of the Guardians,notalk,FAIL,147122592,104926572.0,311393491.0,"English, French",USA,7.3,5.7
2012,1336608,Rock of Ages,ok,PASS,71024700,39082470.0,50852278.0,English,USA,5.9,4.7
2012,1656190,Safe,notalk,FAIL,33483073,17393015.0,42102643.0,"English, Mandarin, Russian",USA,6.5,5.5
2012,1862079,Safety Not Guaranteed,ok,PASS,760979,4069672.0,4477791.0,English,USA,7.1,7.2
2012,1931533,Seven Psychopaths,notalk,FAIL,13697621,15243980.0,23836212.0,"English, Vietnamese",UK,7.2,6.6
2012,938330,Silent Hill: Revelation 3D,ok,PASS,20292771,17786836.0,48646439.0,English,"France, USA, Canada",5.1,1.5
2012,1045658,Silver Linings Playbook,ok,PASS,21307410,134026609.0,230644998.0,English,USA,7.9,8.1
2012,1922777,Sinister,men,FAIL,3043916,48790826.0,89012016.0,"English, Portuguese, French, Breton","USA, UK",6.8,5.3
2012,1735898,Snow White and the Huntsman,ok,PASS,172488556,157407735.0,406779965.0,English,USA,6.2,5.7
2012,1876451,Sparkle,ok,PASS,10146386,24754613.0,25021315.0,English,USA,5.5,5.4
2012,2101441,Spring Breakers,ok,PASS,5073193,14331045.0,31118489.0,English,USA,5.4,6.3
2012,1800741,Step Up Revolution,ok,PASS,33483073,35588120.0,167975738.0,English,USA,6.5,4.3
2012,1874789,Supporting Characters,men,FAIL,60878,4989.0,4989.0,English,USA,6.3,6.2
2012,1637725,Ted,men,FAIL,50731928,221866693.0,557487654.0,English,USA,7.1,6.2
2012,1232200,That&#39;s My Boy,notalk,FAIL,68488103,37471707.0,58908258.0,,,,
2012,948470,The Amazing Spider-Man,men,FAIL,223220484,265866416.0,768984693.0,English,USA,7.2,6.6
2012,848228,The Avengers,notalk,FAIL,60878314,23727745.0,49296637.0,"English, Russian",USA,8.2,6.9
2012,1345836,The Dark Knight Rises,notalk,FAIL,279025606,454699213.0,1095143990.0,English,"USA, UK",8.6,7.8
2012,1560985,The Devil Inside,ok,PASS,1014639,54041622.0,103248087.0,English,USA,4.1,1.8
2012,1645170,The Dictator,notalk,FAIL,65951507,60523416.0,182005391.0,"English, Hebrew",USA,6.4,5.8
2012,1764651,The Expendables 2,ok,PASS,101463857,86272883.0,316546185.0,English,USA,6.8,5.1
2012,1601913,The Grey,nowomen,FAIL,25365964,52335195.0,85574308.0,,,,
2012,903624,The Hobbit: An Unexpected Journey,nowomen,FAIL,253659641,307439106.0,1029557373.0,English,"USA, New Zealand",8.1,5.8
2012,1392170,The Hunger Games,ok,PASS,81171085,413983383.0,694530947.0,English,USA,7.3,6.7
2012,1649419,The Impossible,men,FAIL,40585543,19298306.0,172073169.0,"English, Thai, Swedish",Spain,7.6,7.3
2012,1258972,The Man with the Iron Fists,notalk,FAIL,15219578,15862951.0,22306925.0,English,"USA, Hong Kong",5.4,5.1
2012,1560747,The Master,notalk,FAIL,38048946,16484994.0,25484413.0,English,USA,7.1,8.6
2012,1430626,The Pirates! Band of Misfits,notalk,FAIL,55805121,31505670.0,124857587.0,English,"UK, USA",6.7,
2012,1817273,The Place Beyond the Pines,notalk,FAIL,15219578,21716836.0,47699629.0,"English, Spanish",USA,7.4,6.8
2012,1606389,The Vow,ok,PASS,8866236,126844056.0,200511006.0,English,"USA, France, Australia, UK, Germany",6.8,4.3
2012,1298649,The Watch,men,FAIL,55805121,34855879.0,68338951.0,English,USA,5.7,3.6
2012,1596365,The Woman in Black,notalk,FAIL,15219578,55128651.0,130843627.0,English,"UK, Canada, Sweden",6.5,6.2
2012,1840417,The Words,notalk,FAIL,6087831,11663106.0,12310182.0,"English, French",USA,7.1,3.7
2012,1621045,Think Like a Man,ok,PASS,12175663,92887325.0,97562697.0,English,USA,6.5,5.1
2012,1859650,To Rome With Love,men,FAIL,21814729,16928587.0,75452356.0,,,,
2012,1386703,Total Recall,notalk,FAIL,126829821,59739858.0,201523449.0,English,"USA, Canada",6.3,4.3
2012,1496025,Underworld: Awakening,ok,PASS,71024700,63233330.0,162727662.0,"English, Russian",USA,6.4,3.9
2012,1655460,Wanderlust,ok,PASS,32975753,17541229.0,24513601.0,English,USA,5.6,5.3
2012,1586265,What to Expect When You&#39;re Expecting,ok,PASS,38048946,41754612.0,81832836.0,,,,
2012,1870529,Won&#39;t Back Down,ok,PASS,19278133,5388293.0,5510995.0,,,,
2012,1646987,Wrath of the Titans,notalk,FAIL,152195785,84894893.0,306390492.0,English,"USA, Spain",5.8,3.7
2012,1772341,Wreck-It Ralph,ok,PASS,167415363,192185407.0,480342759.0,English,USA,7.8,7.2
2012,1790885,Zero Dark Thirty,ok,PASS,53268525,97121930.0,139736750.0,"English, Arabic",USA,7.4,9.5
2011,1622547,30 Minutes or Less,notalk,FAIL,28999342,38376408.0,42428850.0,"English, German, Spanish","Germany, Canada, USA",6.2,4.9
2011,1306980,50/50,men,FAIL,8285526,36265871.0,42810004.0,English,USA,7.8,7.2
2011,1422136,A Lonely Place to Die,ok,PASS,4142763,,458345.0,"English, Serbian",UK,6.3,
2011,1268799,A Very Harold &amp; Kumar 3D Christmas,notalk,FAIL,20713816,36312387.0,37560098.0,,,,
2011,1549572,Another Earth,ok,PASS,181246,1368348.0,1844766.0,English,USA,7.0,6.6
2011,1772240,Apollo 18,nowomen,FAIL,5178454,18318189.0,27464261.0,English,"USA, Canada",5.2,2.4
2011,1430607,Arthur Christmas,notalk,FAIL,88033717,48120751.0,152893489.0,English,"UK, USA",7.1,6.9
2011,1478964,Attack the Block,ok,PASS,13463980,1060729.0,5599381.0,English,"UK, France",6.6,7.5
2011,1284575,Bad Teacher,ok,PASS,19678125,103872387.0,224136189.0,English,USA,5.7,4.7
2011,1217613,Battle: Los Angeles,notalk,FAIL,72498355,86534481.0,219571833.0,,,,
2011,1152398,Beastly,notalk,FAIL,17606743,28860115.0,39385487.0,English,USA,5.5,4.0
2011,1629705,Blackthorn,notalk,FAIL,4660609,207716.0,1294370.0,"English, Spanish","Spain, USA, Bolivia, France",6.6,6.1
2011,1478338,Bridesmaids,ok,PASS,33659951,175142277.0,299587165.0,English,USA,6.9,7.5
2011,458339,Captain America: The First Avenger,notalk,FAIL,144996710,182959443.0,383795703.0,"English, Norwegian, French",USA,6.8,6.6
2011,1216475,Cars 2,men,FAIL,207138157,198283907.0,580147769.0,"English, Japanese, Italian, French",USA,6.4,5.7
2011,1684628,Circumstance,ok,PASS,932122,470329.0,470329.0,"Persian, English, French","France, USA, Iran",6.0,6.5
2011,1657507,Colombiana,notalk,FAIL,41427631,37974487.0,74257040.0,"English, Spanish",France,6.4,4.5
2011,1598778,Contagion,ok,PASS,62141447,78358394.0,142460919.0,"English, Mandarin, Cantonese","USA, United Arab Emirates",6.7,7.0
2011,1372686,Coriolanus,men,FAIL,10356908,776396.0,1087104.0,English,UK,6.1,7.9
2011,409847,Cowboys &amp; Aliens,notalk,FAIL,168817598,103818215.0,182188693.0,,,,
2011,1701990,Detention,ok,PASS,10356908,,,English,USA,5.8,4.5
2011,1650043,Diary of a Wimpy Kid: Rodrick Rules,notalk,FAIL,18642434,54579387.0,76325433.0,English,USA,6.6,5.1
2011,1564349,Dolphin Tale,men,FAIL,38320559,74866751.0,99497492.0,English,USA,6.9,6.4
2011,1462041,Dream House,ok,PASS,51784539,22062637.0,41357557.0,English,"USA, Canada",5.9,3.5
2011,1596343,Fast Five,ok,PASS,129461348,217326947.0,652320815.0,"English, Portuguese, Spanish, Italian",USA,7.3,6.7
2011,1622979,Final Destination 5,men,FAIL,41427631,44107629.0,163522777.0,"English, Cantonese","USA, Canada",5.9,5.0
2011,1068242,Footloose,ok,PASS,24856579,53651623.0,65676025.0,English,USA,5.8,5.8
2011,1133985,Green Lantern,notalk,FAIL,207138157,120762760.0,239452924.0,English,USA,5.7,3.9
2011,480687,Hall Pass,men,FAIL,37284868,46668987.0,86680344.0,English,USA,5.9,4.5
2011,993842,Hanna,ok,PASS,31070724,41695999.0,67675862.0,"English, French, German, Italian, Arabic, Spanish","USA, UK, Germany",6.8,6.5
2011,1201607,Harry Potter and the Deathly Hallows: Part 2,notalk,FAIL,129461348,394609809.0,1375512553.0,English,"USA, UK",8.1,8.7
2011,1506999,Haywire,nowomen,FAIL,23820888,19618465.0,22967676.0,"English, Spanish","USA, Ireland",5.8,6.7
2011,1403177,Hesher,notalk,FAIL,7249836,396614.0,396614.0,,,,
2011,1562568,Higher Ground,ok,PASS,1864243,871074.0,889847.0,English,USA,6.3,7.4
2011,1640459,Hobo with a Shotgun,nowomen,FAIL,3107072,728476.0,864753.0,English,Canada,6.1,5.5
2011,1411704,Hop,men,FAIL,65248520,111942955.0,191524428.0,English,USA,5.5,4.1
2011,1499658,Horrible Bosses,ok,PASS,36249178,121733603.0,222195609.0,English,USA,6.9,5.7
2011,1464540,I Am Number Four,notalk,FAIL,51784539,57067015.0,151193038.0,"English, French",USA,6.1,3.6
2011,1253864,Immortals,men,FAIL,77676809,86484341.0,219113265.0,"English, Greek",USA,6.1,4.6
2011,1637688,In Time,notalk,FAIL,36249178,38894261.0,176134406.0,English,USA,6.6,5.3
2011,1606618,Iris,ok,PASS,5696299,5779651.0,15695916.0,Swedish,"Finland, Sweden",6.3,
2011,1410063,Jin ling shi san chai,ok,PASS,103569079,322549.0,97066426.0,,,,
2011,1640484,Jumping the Broom,ok,PASS,7249836,38626496.0,39520511.0,English,USA,5.5,5.6
2011,1448755,Killer Elite,nowomen,FAIL,72498355,26021717.0,59839216.0,"English, Arabic, French, Spanish","UK, Australia",6.5,4.4
2011,1302011,Kung Fu Panda 2,ok,PASS,155353618,171146932.0,688566122.0,English,USA,7.4,6.7
2011,1758692,Like Crazy,ok,PASS,258923,3516575.0,3864669.0,English,USA,6.7,7.1
2011,1219289,Limitless,notalk,FAIL,27963651,82077930.0,175797590.0,"English, Russian, Italian, Mandarin, French",USA,7.4,5.9
2011,466893,Margaret,ok,PASS,14499671,48869.0,48869.0,English,USA,6.4,6.1
2011,1615147,Margin Call,notalk,FAIL,3521349,5544660.0,18510079.0,English,USA,7.1,7.6
2011,1441326,Martha Marcy May Marlene,ok,PASS,1035691,3087434.0,3657064.0,English,USA,7.0,7.6
2011,1527186,Melancholia,ok,PASS,9735493,3139021.0,18688080.0,English,"Denmark, Sweden, France, Germany",7.1,8.0
2011,1605783,Midnight in Paris,ok,PASS,31070724,58844493.0,160342190.0,"English, French, Spanish, German","Spain, USA",7.7,8.1
2011,1229238,Mission: Impossible - Ghost Protocol,notalk,FAIL,150175164,216871479.0,719508092.0,"English, Russian, French, Arabic, Swedish","USA, United Arab Emirates, Czech Republic",7.4,7.3
2011,1210166,Moneyball,notalk,FAIL,51784539,78303911.0,115142275.0,English,USA,7.6,8.7
2011,1396218,Mr. Popper&#39;s Penguins,notalk,FAIL,56962993,70659436.0,196392298.0,,,,
2011,1598822,New Year&#39;s Eve,ok,PASS,26927960,56491379.0,148791377.0,,,,
2011,1411238,No Strings Attached,ok,PASS,25892270,73184210.0,154554145.0,English,USA,6.2,5.0
2011,1720182,October Baby,ok,PASS,1035691,5547001.0,5547001.0,English,USA,6.7,3.2
2011,1637706,Our Idiot Brother,ok,PASS,5178454,25700491.0,26784257.0,English,USA,6.5,6.0
2011,1778304,Paranormal Activity 3,ok,PASS,5178454,107741677.0,214429259.0,English,USA,5.9,5.9
2011,1092026,Paul,ok,PASS,41427631,38748242.0,103755310.0,"English, Klingon","USA, UK",7.1,5.7
2011,1298650,Pirates of the Caribbean: On Stranger Tides,notalk,FAIL,258922697,249667634.0,1080913060.0,"English, Spanish",USA,6.7,4.5
2011,822847,Priest,notalk,FAIL,62141447,30176535.0,87157549.0,English,USA,5.7,4.1
2011,448694,Puss in Boots,notalk,FAIL,134639802,154587729.0,574795417.0,English,USA,6.7,6.5
2011,1192628,Rango,notalk,FAIL,139818256,127656741.0,254266825.0,English,USA,7.3,7.5
2011,433035,Real Steel,notalk,FAIL,113925987,88513562.0,303703179.0,English,"USA, India",7.1,5.6
2011,1486185,Red Riding Hood,ok,PASS,43499013,39006354.0,93523336.0,English,"USA, Canada",5.4,2.9
2011,873886,Red State,ok,PASS,4142763,1103455.0,1103455.0,English,USA,6.2,5.0
2011,1498569,Restless,ok,PASS,8285526,169597.0,2918985.0,English,USA,6.8,4.7
2011,1436562,Rio,notalk,FAIL,93212171,148745713.0,504919774.0,"English, Portuguese",USA,7.0,6.3
2011,1318514,Rise of the Planet of the Apes,notalk,FAIL,96319243,183068895.0,500093845.0,"English, Sign Languages",USA,7.6,6.8
2011,1723811,Shame,notalk,FAIL,6731990,4145138.0,11166495.0,English,UK,7.3,7.2
2011,1541995,Snow Flower and the Secret Fan,ok,PASS,6214145,1396324.0,11753231.0,"English, Chinese","China, USA",6.0,4.2
2011,1596346,Soul Surfer,ok,PASS,18642434,45418587.0,48841781.0,English,USA,7.1,5.3
2011,945513,Source Code,notalk,FAIL,33142105,56664949.0,145440503.0,English,"USA, Canada",7.5,7.4
2011,999913,Straw Dogs,ok,PASS,25892270,10692928.0,11655479.0,English,USA,5.8,4.5
2011,978764,Sucker Punch,ok,PASS,77676809,37691379.0,92961937.0,"English, German","USA, Canada",6.1,3.3
2011,1650062,Super 8,ok,PASS,51784539,131537058.0,269379017.0,English,USA,7.1,7.2
2011,1675192,Take Shelter,ok,PASS,4919531,1790661.0,3240628.0,English,USA,7.5,8.5
2011,983193,The Adventures of Tintin,notalk,FAIL,134639802,80361144.0,387342089.0,English,"USA, New Zealand",7.4,6.8
2011,1655442,The Artist,notalk,FAIL,16571053,46261299.0,132834295.0,English,"France, Belgium, USA",8.0,8.9
2011,1412386,The Best Exotic Marigold Hotel,ok,PASS,10356908,48039108.0,139537943.0,"English, Hindi","UK, USA, United Arab Emirates",7.3,6.2
2011,1093357,The Darkest Hour,ok,PASS,36042039,22208829.0,65074228.0,"English, Russian",USA,4.9,1.6
2011,1535616,The Divide,ok,PASS,3107072,18642.0,18642.0,English,"Germany, USA, Canada",5.8,2.8
2011,1235170,The Future,ok,PASS,1035691,588958.0,588958.0,English,"Germany, USA",6.1,6.7
2011,1568346,The Girl with the Dragon Tattoo,notalk,FAIL,93212171,106174662.0,241492267.0,English,"USA, Sweden, Norway",7.9,7.1
2011,990407,The Green Hornet,notalk,FAIL,113925987,102305579.0,236120048.0,"English, Mandarin",USA,5.9,3.9
2011,1540133,The Guard,notalk,FAIL,6214145,5551069.0,16513705.0,"English, Irish",Ireland,7.3,7.8
2011,1454029,The Help,ok,PASS,25892270,175762513.0,220726425.0,English,"USA, India, United Arab Emirates",8.1,6.2
2011,1007029,The Iron Lady,ok,PASS,14499671,31028712.0,119717677.0,English,"UK, France",6.4,5.4
2011,1189340,The Lincoln Lawyer,notalk,FAIL,41427631,60079594.0,90255363.0,English,USA,7.3,6.3
2011,472399,The Mechanic,nowomen,FAIL,44016858,30160867.0,79072292.0,English,USA,6.5,4.9
2011,1204342,The Muppets,notalk,FAIL,46606085,91789051.0,166717137.0,English,USA,7.2,7.5
2011,1265990,The Roommate,ok,PASS,16571053,38631377.0,41942847.0,English,USA,4.8,2.3
2011,472181,The Smurfs,ok,PASS,113925987,147704169.0,583162839.0,English,USA,5.5,3.0
2011,1509767,The Three Musketeers,men,FAIL,93212171,21105217.0,144870266.0,English,"Germany, France, UK, USA",5.8,3.5
2011,478304,The Tree of Life,nowomen,FAIL,36249178,13780555.0,64529403.0,English,USA,6.7,8.5
2011,1324999,The Twilight Saga: Breaking Dawn - Part 1,ok,PASS,132050575,291326492.0,735276926.0,"English, Portuguese",USA,4.9,4.5
2011,800369,Thor,ok,PASS,155353618,187491749.0,465363438.0,English,USA,7.0,5.7
2011,1340800,Tinker Tailor Soldier Spy,notalk,FAIL,21749507,25011304.0,84359926.0,"English, Russian, Hungarian, French","France, UK, Germany",7.1,8.5
2011,471042,Tower Heist,notalk,FAIL,88033717,80832113.0,158947830.0,"English, Spanish, Chinese",USA,6.2,5.9
2011,1399103,Transformers: Dark of the Moon,ok,PASS,201959703,364967639.0,1163903170.0,English,USA,6.4,4.2
2011,1568911,War Horse,notalk,FAIL,72498355,82734459.0,162412399.0,"English, German",USA,7.3,7.2
2011,1291584,Warrior,notalk,FAIL,25892270,14144548.0,25079651.0,English,USA,8.3,7.1
2011,1389137,We Bought a Zoo,men,FAIL,51784539,78323650.0,123169061.0,English,USA,7.2,5.8
2011,1714210,Weekend,notalk,FAIL,196781,501887.0,1633890.0,English,UK,7.7,8.1
2011,770703,What&#39;s Your Number,ok,PASS,20713816,14511151.0,31807187.0,,,,
2011,1449283,Winnie the Pooh,nowomen,FAIL,31070724,27645535.0,51935343.0,English,USA,7.3,7.4
2011,1270798,X-Men: First Class,ok,PASS,165710526,151633733.0,368093107.0,"English, German, French, Spanish, Russian","USA, UK",7.8,6.5
2011,1625346,Young Adult,ok,PASS,12428289,16893744.0,23562334.0,English,USA,6.3,7.1
2011,1742336,Your Sister&#39;s Sister,ok,PASS,124283,1654502.0,3200899.0,,,,
2010,1014759,Alice in Wonderland,ok,PASS,213646368,356993585.0,1094287202.0,English,USA,6.5,5.3
2010,1313092,Animal Kingdom,notalk,FAIL,4486574,1115276.0,8629906.0,English,Australia,7.3,8.3
2010,1431181,Another Year,ok,PASS,8545855,3424437.0,19768384.0,English,UK,7.3,8.0
2010,1423894,Barney&#39;s Version,ok,PASS,32046955,8014473.0,9449125.0,,,,
2010,1532503,Beginners,notalk,FAIL,3418342,6186017.0,12353318.0,"English, French",USA,7.2,8.1
2010,1164999,Biutiful,notalk,FAIL,37388114,5449304.0,26813941.0,"Spanish, Chinese, Wolof","Mexico, Spain",7.5,5.8
2010,947798,Black Swan,ok,PASS,13887014,114252393.0,353869648.0,"English, French, Italian",USA,8.1,7.9
2010,1120985,Blue Valentine,men,FAIL,1068232,10402326.0,17696585.0,English,USA,7.4,8.1
2010,1126591,Burlesque,ok,PASS,58752751,42131764.0,95774887.0,English,USA,6.3,4.7
2010,1194417,Casino Jack,notalk,FAIL,13352898,2179053.0,2222851.0,English,Canada,6.2,5.1
2010,1020558,Centurion,notalk,FAIL,16023478,132001.0,7075508.0,"English, Scottish Gaelic","UK, France",6.4,6.2
2010,1438254,Charlie St. Cloud,notalk,FAIL,47002201,33335524.0,51785833.0,English,"USA, Canada",6.4,3.7
2010,1244754,Conviction,ok,PASS,13352898,7261515.0,10824983.0,English,USA,7.2,6.1
2010,1385867,Cop Out,notalk,FAIL,39524578,47937418.0,59724746.0,"English, Spanish",USA,5.7,3.1
2010,1555064,Country Strong,ok,PASS,16023478,21598495.0,21953741.0,English,USA,6.3,4.5
2010,1336617,Cyrus,notalk,FAIL,7477623,7978555.0,10724926.0,English,USA,6.3,7.4
2010,1279935,Date Night,ok,PASS,58752751,105446665.0,162658630.0,"English, Hebrew",USA,6.3,5.6
2010,989757,Dear John,nowomen,FAIL,26705796,85474402.0,118960872.0,English,USA,6.2,4.3
2010,1323594,Despicable Me,ok,PASS,73707997,268675247.0,580578700.0,English,USA,7.7,7.2
2010,1314655,Devil,ok,PASS,10682318,35977680.0,67676882.0,"English, Ukrainian, Spanish",USA,6.3,4.4
2010,1196141,Diary of a Wimpy Kid,ok,PASS,16023478,68370710.0,82205045.0,English,USA,6.2,5.6
2010,427152,Dinner for Schmucks,notalk,FAIL,73707997,78009058.0,92718787.0,English,USA,5.9,5.6
2010,1270761,Don&#39;t Be Afraid of the Dark,ok,PASS,26705796,25687431.0,33703834.0,,,,
2010,1231583,Due Date,notalk,FAIL,69435070,107399007.0,226186388.0,"English, Spanish",USA,6.6,5.1
2010,1013860,Dylan Dog: Dead of Night,nowomen,FAIL,21364637,1267498.0,6506276.0,English,USA,5.2,3.1
2010,1282140,Easy A,ok,PASS,8545855,62386303.0,81400037.0,English,USA,7.2,7.2
2010,879870,"Eat, Pray, Love",ok,PASS,64093910,86071723.0,219892171.0,,,,
2010,1226273,Edge of Darkness,notalk,FAIL,64093910,46269276.0,86749716.0,English,"UK, USA",6.6,5.5
2010,1531663,Everything Must Go,notalk,FAIL,5341159,2897185.0,2897185.0,English,USA,6.5,6.5
2010,977855,Fair Game,ok,PASS,53411592,12281992.0,27878177.0,"English, Arabic, French","USA, United Arab Emirates",6.8,6.9
2010,1433108,Faster,nowomen,FAIL,12818782,24825729.0,38091703.0,English,USA,6.5,4.4
2010,1405500,For Colored Girls,ok,PASS,22432869,40304065.0,40611902.0,English,USA,5.8,5.0
2010,1323045,Frozen,notalk,FAIL,160234776,419868647.0,1073092418.0,English,USA,6.2,4.3
2010,1226229,Get Him To The Greek,notalk,FAIL,42729274,65326144.0,97696078.0,,,,
2010,1322312,Going the Distance,ok,PASS,34183419,19019119.0,42718768.0,English,USA,6.4,5.1
2010,947810,Green Zone,nowomen,FAIL,106823184,37919386.0,104177195.0,"English, Arabic","France, USA, Spain, UK",6.9,6.3
2010,1375670,Grown Ups,ok,PASS,80117388,173054825.0,290797736.0,"English, Spanish",USA,5.9,3.0
2010,1376195,Gunless,men,FAIL,10575495,489308.0,489308.0,English,Canada,6.5,
